,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
433,Condo,No Data,Forced air,Central,42 spaces,$455/month,$623,"$1,150,000","1400 W Monroe St #3B, Chicago, IL 60607","1,846", Yes, 3, 3, 2,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 173.3% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-3B-Chicago-IL-60607/2077642552_zpid/,, 1
434,Multiple Occupancy,No Data,Forced air,No Data,2 spaces,,,"$429,000","5519 N Major Ave, Chicago, IL 60630",, No, 5, 3, 3,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% (↓) in the next year.This home is valued 41.5% higher (↑) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5519-N-Major-Ave-Chicago-IL-60630/2136768688_zpid/,,
435,Condo,1970,"Forced air, Electric",Central,2 spaces,"$1,317/mo",$459,"$849,900","1212 N Lake Shore Dr APT 17CN, Chicago, IL 60610","1,850", No, 2, 2, 2,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will fall 2% (↓) in the next year.This home is valued 59.6% higher (↑) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610/2077642729_zpid/,,
436,Multiple Occupancy,1920,"Forced air, Gas",No Data,1 space,,$265,"$264,900","3125 W 42nd St, Chicago, IL 60632","1,000", No, 4, 3, 3,"Home values in Brighton Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Brighton Park will increase 5.7% (↑) in the next year.This home is valued 37.2% higher (↑) than the median home in Brighton Park.The median Zestimate® for this neighborhood is $193,113.",https://www.zillow.com/homedetails/3125-W-42nd-St-Chicago-IL-60632/2116496635_zpid/,,
437,Condo,2008,Forced air,Central,1 space,$616/month,$422,"$584,900","100 E 14th St APT 2610, Chicago, IL 60605","1,387", No, 2, 2, 2,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% (↑) in the next year.This home is valued 55.2% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-2610-Chicago-IL-60605/99358149_zpid/,,
438,Condo,2005,"Forced air, Gas",Central,1 space,$227/mo,,"$500,000","1701 N Washtenaw Ave APT 1W, Chicago, IL 60647",, No, 3, 3, 2,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 23.9% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647/87715857_zpid/,, 1
439,Condo,1977,Forced air,Central,1 space,$549/month,No Data,"$250,000","405 N Wabash Ave UNIT 1809, Chicago, IL 60611",, No, 1, 1, 1,"Home values in Near North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near North will decrease 0% (↓) in the next year.This home is valued 35.9% lower (↓) than the median home in Near North.The median Zestimate® for this neighborhood is $390,006.",https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611/3865057_zpid/,,
440,Multiple Occupancy,1925,"Other, Gas",Central,2 spaces,,$221,"$448,800","1617 W 37th St, Chicago, IL 60609","2,027", No, 4, 3, 3,"Home values in McKinley Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in McKinley Park will decrease 2.5% (↓) in the next year.This home is valued 88.6% higher (↑) than the median home in McKinley Park.The median Zestimate® for this neighborhood is $237,941.",https://www.zillow.com/homedetails/1617-W-37th-St-Chicago-IL-60609/2099090920_zpid/,,
441,Condo,2007,Gas,Central,1 space,$243/mo,,"$487,500","1920 W Diversey Pkwy #3, Chicago, IL 60614",, No, 2, 2, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 9.8% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1920-W-Diversey-Pkwy-3-Chicago-IL-60614/89929073_zpid/,,
442,Condo,No Data,Forced air,Central,42 spaces,$547/month,$710,"$1,390,000","1400 W Monroe St #6G, Chicago, IL 60607","1,959", Yes, 3, 3, 3,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 230.4% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-6G-Chicago-IL-60607/2077642883_zpid/,,
443,Multi Family,1917,Forced air,Central,2 spaces,,No Data,"$459,900","6923 N Overhill Ave, Chicago, IL 60631",, No, 4, 3, 3,"Home values in Edison Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edison Park will fall 2.4% (↓) in the next year.This home is valued 29.1% higher (↑) than the median home in Edison Park.The median Zestimate® for this neighborhood is $356,353.",https://www.zillow.com/homedetails/6923-N-Overhill-Ave-Chicago-IL-60631/2089942962_zpid/,,
444,Single Family,1923,Gas,Central,2 spaces,None,$315,"$499,000","4969 N Kolmar Ave, Chicago, IL 60630","1,584", No, 4, 4, 4,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 58.6% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4969-N-Kolmar-Ave-Chicago-IL-60630/2085298934_zpid/,"3,550 sqft",
445,Multiple Occupancy,1916,Gas,Central,2 spaces,,,"$589,000","4341 N Mcvicker Ave, Chicago, IL 60634",, No, 5, 3, 3,"Home values in Portage Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Portage Park will decrease 2% (↓) in the next year.This home is valued 103.2% higher (↑) than the median home in Portage Park.The median Zestimate® for this neighborhood is $289,874.",https://www.zillow.com/homedetails/4341-N-Mcvicker-Ave-Chicago-IL-60634/2085257443_zpid/,,
446,Single Family,2009,"Forced air, Gas",Central,6 spaces,,$772,"$7,999,000","460 W Huron St, Chicago, IL 60654","10,360", No, 7, 11, 8,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 1781.9% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/460-W-Huron-St-Chicago-IL-60654/70427044_zpid/,"7,405 sqft", 3
447,Condo,2005,Baseboard,Central,2 spaces,"$1,929/month",$518,"$1,295,000","21 E Huron St APT 3404, Chicago, IL 60611","2,500", No, 3, 4, 3,"Home values in Near North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near North will decrease 0% (↓) in the next year.This home is valued 232% higher (↑) than the median home in Near North.The median Zestimate® for this neighborhood is $390,006.",https://www.zillow.com/homedetails/21-E-Huron-St-APT-3404-Chicago-IL-60611/70449502_zpid/,, 1
448,Condo,2007,"Forced air, Gas",Central,1 space,$422/mo,,"$339,900","828 W Grace St APT 1308, Chicago, IL 60613",, No, 2, 1, 1,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 37.1% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/828-W-Grace-St-APT-1308-Chicago-IL-60613/89935628_zpid/,,
449,Single Family,1947,No Data,No Data,1 space,,$296,"$889,000","6958 N Tonty Ave, Chicago, IL 60646","3,000", No, 4, 4, 3,"Home values in Wildwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wildwood will fall 0.3% (↓) in the next year.This home is valued 101.5% higher (↑) than the median home in Wildwood.The median Zestimate® for this neighborhood is $441,218.",https://www.zillow.com/homedetails/6958-N-Tonty-Ave-Chicago-IL-60646/3553382_zpid/,"6,838 sqft", 1
450,Single Family,1918,Gas,Central,2 spaces,,$124,"$460,000","6410 W Raven St, Chicago, IL 60631","3,700", No, 5, 3, 2,"Home values in Norwood Park East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Norwood Park East will fall 1.2% (↓) in the next year.This home is valued 37.4% higher (↑) than the median home in Norwood Park East.The median Zestimate® for this neighborhood is $334,700.",https://www.zillow.com/homedetails/6410-W-Raven-St-Chicago-IL-60631/3628024_zpid/,"6,229 sqft", 1
451,Single Family,1880,"Forced air, Gas",Central,2 spaces,,$292,"$729,000","3024 W Medill Ave, Chicago, IL 60647","2,500", No, 3, 2, 2,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 80.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3024-W-Medill-Ave-Chicago-IL-60647/3688312_zpid/,"3,310 sqft",
452,Single Family,2004,"Forced air, Electric",Central,2 spaces,,"$1,588","$1,175,000","344 W Scott St, Chicago, IL 60610",740, No, 4, 4, 3,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will fall 0.2% (↓) in the next year.This home is valued 194.9% higher (↑) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/344-W-Scott-St-Chicago-IL-60610/65563741_zpid/,"2,781 sqft", 1
453,Townhouse,1926,"Forced air, Gas",Central,1 space,,$422,"$1,350,000","245 W Concord Ln, Chicago, IL 60614","3,200", No, 4, 3, 3,"Home values in 60614 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town Triangle will decrease 0.9% (↓) in the next year.This home is valued 111.6% higher (↑) than the median home in Old Town Triangle.The median Zestimate® for this neighborhood is $638,027.",https://www.zillow.com/homedetails/245-W-Concord-Ln-Chicago-IL-60614/3743195_zpid/,0.80 Acres,
454,Condo,1917,Forced air,Central,1 space,$405/month,$247,"$229,500","523 S Plymouth Ct APT 303, Chicago, IL 60605",931, No, 1, 1, 1,"Home values in Printers Row have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Printers Row will rise 0.5% (↑) in the next year.This home is valued 14.4% lower (↓) than the median home in Printers Row.The median Zestimate® for this neighborhood is $267,990.",https://www.zillow.com/homedetails/523-S-Plymouth-Ct-APT-303-Chicago-IL-60605/3871350_zpid/,,
455,Single Family,1905,"Forced air, Gas",Central,2 spaces,,$138,"$199,500","3018 S Kedvale Ave, Chicago, IL 60623","1,446", No, 3, 3, 2,"Home values in Little Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Little Village will fall 0.5% (↓) in the next year.This home is valued 33% higher (↑) than the median home in Little Village.The median Zestimate® for this neighborhood is $149,958.",https://www.zillow.com/homedetails/3018-S-Kedvale-Ave-Chicago-IL-60623/2077643475_zpid/,"3,136 sqft", 1
456,Condo,1920,"Forced air, Gas",Central,1 space,$260/mo,$309,"$339,900","1934 N Washtenaw Ave APT 216, Chicago, IL 60647","1,100", No, 2, 1, 1,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 15.8% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647/62008307_zpid/,,
457,Multi Family,1923,Forced air,Central,3 spaces,,No Data,"$825,000","4919 N Saint Louis Ave, Chicago, IL 60625",, No, 6, 4, 4,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 162.1% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4919-N-Saint-Louis-Ave-Chicago-IL-60625/2077643800_zpid/,,
458,Multiple Occupancy,1913,"Forced air, Gas",Central,2 spaces,,,"$690,000","2628 N Ridgeway Ave, Chicago, IL 60647",, No, 6, 3, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 70.9% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2628-N-Ridgeway-Ave-Chicago-IL-60647/2077643793_zpid/,,
459,Townhouse,1989,"Electric, Gas",Central,1 space,,$291,"$719,900","2501 N Wayne Ave APT 21, Chicago, IL 60614","2,475", No, 3, 3, 2,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will decrease 0.5% (↓) in the next year.This home is valued 6.3% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/2501-N-Wayne-Ave-APT-21-Chicago-IL-60614/3729675_zpid/,0.57 Acres, 1
460,Condo,1999,"Forced air, Gas",Central,1 space,$970/mo,$333,"$500,000","130 S Canal St APT 502, Chicago, IL 60606","1,500", No, 2, 2, 2,"Home values in West Loop Gate have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Loop Gate will fall 0.5% (↓) in the next year.This home is valued 47.6% higher (↑) than the median home in West Loop Gate.The median Zestimate® for this neighborhood is $338,772.",https://www.zillow.com/homedetails/130-S-Canal-St-APT-502-Chicago-IL-60606/58368776_zpid/,,
461,Single Family,1920,"Forced air, Gas",Central,2 spaces,,$583,"$2,450,000","1844 N Fremont St, Chicago, IL 60614","4,200", No, 5, 5, 4,"Home values in Ranch Triangle have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ranch Triangle will decrease 3% (↓) in the next year.This home is valued 244.7% higher (↑) than the median home in Ranch Triangle.The median Zestimate® for this neighborhood is $710,767.",https://www.zillow.com/homedetails/1844-N-Fremont-St-Chicago-IL-60614/158608404_zpid/,"3,000 sqft", 1
