,Type,Year built,Heating,Cooling,Parking,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA
363,,,,,,,,"$634,995","Lot #0110, Canyon Point at Traverse Mountain - The Cascade Collection, Lehi, UT 84043",, Yes, 4, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 61.9% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-cascade-collection/2077786096_zpid/, 1,
364,Single Family,1916,Other,Other,2 spaces,"5,662 sqft",$262,"$382,000","259 E Truman Ave, South Salt Lake, UT 84115","1,457", No, 3, 2, 2,"Home values in 84115 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84115 will rise 6.3% (↑) in the next year.This home is valued 17.8% higher (↑) than the median home in 84115.The median Zestimate® for this neighborhood is $324,148.",https://www.zillow.com/homedetails/259-E-Truman-Ave-South-Salt-Lake-UT-84115/12773837_zpid/,,
365,Condo,1985,"Forced air, Gas",No Data,1 space,,$164,"$209,900","4138 S Meadow Rd #11, Salt Lake City, UT 84107","1,277", No, 3, 2, 2,"Home values in 84107 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84107 will increase 6% (↑) in the next year.This home is valued 40% lower (↓) than the median home in 84107.The median Zestimate® for this neighborhood is $349,940.",https://www.zillow.com/homedetails/4138-S-Meadow-Rd-11-Salt-Lake-City-UT-84107/2077642274_zpid/,,$250/mo
366,Single Family,2013,Other,Central,2 spaces,"10,018 sqft",$158,"$540,000","6268 W Brush Fork Dr, West Jordan, UT 84081","3,420", No, 6, 3, 3,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will rise 5.1% (↑) in the next year.This home is valued 40% higher (↑) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6268-W-Brush-Fork-Dr-West-Jordan-UT-84081/119111520_zpid/,,
367,Mobile / Manufactured,1981,No Data,No Data,2 spaces,,$31,"$25,000","5248 S Camino Real Dr, Salt Lake City, UT 84117",816, No, 0, 0,,"Home values in 84117 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84117 will rise 3.4% (↑) in the next year.This home is valued 94.7% lower (↓) than the median home in 84117.The median Zestimate® for this neighborhood is $474,747.",https://www.zillow.com/homedetails/5248-S-Camino-Real-Dr-Salt-Lake-City-UT-84117/2077644388_zpid/,,
368,Single Family,1993,Other,Central,2 spaces,"10,018 sqft",$131,"$449,900","6336 W 13100 S, Herriman, UT 84096","3,432", No, 5, 3, 3,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 2.7% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/6336-W-13100-S-Herriman-UT-84096/12889816_zpid/,,
369,Single Family,1942,Other,Central,No Data,"6,098 sqft",$259,"$450,000","2522 S 1700 E, Salt Lake City, UT 84106","1,740", No, 3, 2, 2,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will rise 4.5% (↑) in the next year.This home is valued 3.9% lower (↓) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/2522-S-1700-E-Salt-Lake-City-UT-84106/12777868_zpid/,,
370,Single Family,2004,No Data,No Data,No Data,0.30 Acres,$171,"$825,000","4656 Caddie Ln, American Fork, UT 84003","4,814", No, 5, 3,,"Home values in 84003 have risen 5.5 % (↑) over the past 12 months.Zillow predicts the home values in 84003 will increase 5.6% (↑) in the next year.This home is valued 86.4% higher (↑) than the median home in 84003.The median Zestimate® for this neighborhood is $442,706.",https://www.zillow.com/homedetails/4656-Caddie-Ln-American-Fork-UT-84003/2077645890_zpid/,,
371,Single Family,1989,Other,No Data,2 spaces,0.26 Acres,$162,"$529,900","916 W Bryanston Cv, Murray, UT 84123","3,278", No, 5, 4, 3,"Home values in 84123 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84123 will increase 6% (↑) in the next year.This home is valued 48.3% higher (↑) than the median home in 84123.The median Zestimate® for this neighborhood is $357,346.",https://www.zillow.com/homedetails/916-W-Bryanston-Cv-Murray-UT-84123/12826833_zpid/, 1,
372,Single Family,2020,No Data,No Data,2 spaces,No Data,$254,"$684,799","11513 S Andover Rd, South Jordan, UT 84095",, Yes, 4, 3, 2,"Home values in 84095 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84095 will increase 3.7% (↑) in the next year.This home is valued 31.6% higher (↑) than the median home in 84095.The median Zestimate® for this neighborhood is $520,177.",https://www.zillow.com/homedetails/11513-S-Andover-Rd-South-Jordan-UT-84095/2077648058_zpid/, 1,
373,Single Family,1942,Other,None,3 spaces,0.38 Acres,$212,"$370,000","11009 S Temple Dr, South Jordan, UT 84095","1,746", No, 2, 1, 1,"Home values in 84095 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84095 will rise 3.7% (↑) in the next year.This home is valued 28.9% lower (↓) than the median home in 84095.The median Zestimate® for this neighborhood is $520,177.",https://www.zillow.com/homedetails/11009-S-Temple-Dr-South-Jordan-UT-84095/12901021_zpid/,,
374,Single Family,2020,No Data,No Data,2 spaces,No Data,$242,"$652,900","Buildable plan: Sun Valley, Copperleaf : Estates, South Jordan, UT 84095",, Yes, 5, 3, 2,"Home values in 84095 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84095 will increase 3.7% (↑) in the next year.This home is valued 25.5% higher (↑) than the median home in 84095.The median Zestimate® for this neighborhood is $520,177.",https://www.zillow.com/community/copperleaf-estates/2078723243_zpid/, 1,
375,,,,,,,,"$673,995","Lot #0070, Canyon Point at Traverse Mountain - The Summit Collection, Lehi, UT 84043",, Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 71.8% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-summit-collection/2077873210_zpid/, 1,
376,Townhouse,2011,"Forced air, Gas",No Data,No Data,435 sqft,$168,"$305,000","13571 S Florenza Way E, Draper, UT 84020","1,815", No, 3, 3, 2,,https://www.zillow.com/homedetails/13571-S-Florenza-Way-E-Draper-UT-84020/2077651990_zpid/, 1,
377,Single Family,1963,"Other, Gas",Central,2 spaces,"10,454 sqft",$202,"$469,900","6322 S Ashwood Dr, Murray, UT 84121","2,328", No, 5, 3, 3,"Home values in Murray have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84121 will increase 5.6% (↑) in the next year.This home is valued 25.2% higher (↑) than the median home in 84121.The median Zestimate® for this neighborhood is $375,448.",https://www.zillow.com/homedetails/6322-S-Ashwood-Dr-Murray-UT-84121/12869237_zpid/,,
378,Single Family,1991,No Data,No Data,No Data,1 Acres,$209,"$1,295,000","10199 N Hidden Oak Dr E, American Fork, UT 84003","6,193", No, 5, 5, 4,"Home values in 84003 have risen 5.5 % (↑) over the past 12 months.Zillow predicts the home values in 84003 will rise 5.6% (↑) in the next year.This home is valued 192.5% higher (↑) than the median home in 84003.The median Zestimate® for this neighborhood is $442,706.",https://www.zillow.com/homedetails/10199-N-Hidden-Oak-Dr-E-American-Fork-UT-84003/2077653960_zpid/, 1,
379,Single Family,2020,No Data,No Data,2 spaces,No Data,$201,"$489,990","Buildable plan: Spectra, Cedar Canyon, Pleasant Grove, UT 84062",, Yes, 4, 3, 2,"Home values in 84062 have risen 6.0 % (↑) over the past 12 months.Zillow predicts the home values in 84062 will increase 6% (↑) in the next year.This home is valued 26.5% higher (↑) than the median home in 84062.The median Zestimate® for this neighborhood is $387,393.",https://www.zillow.com/community/cedar-canyon/2078530316_zpid/, 1,
380,,,,,,,,"$546,995","Lot #0022, Canyon Point at Traverse Mountain - The Cascade Collection, Lehi, UT 84043",, Yes, 3, 2, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 39.4% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-cascade-collection/2084597897_zpid/,,
381,Single Family,2020,"Forced air, Gas",Central,3 spaces,No Data,$247,"$1,135,100","Buildable plan: Paloma, Giverny, Cottonwood Heights, UT 84093",, Yes, 4, 4, 3,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 125.1% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/community/giverny/2085504394_zpid/, 1,
382,Condo,2002,No Data,No Data,No Data,,$215,"$327,500","1255 Wolf Hollow Ln UNIT 101, Salt Lake City, UT 84117","1,523", No, 3, 2,,"Home values in 84117 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84117 will rise 3.4% (↑) in the next year.This home is valued 31% lower (↓) than the median home in 84117.The median Zestimate® for this neighborhood is $474,747.",https://www.zillow.com/homedetails/1255-Wolf-Hollow-Ln-UNIT-101-Salt-Lake-City-UT-84117/2077654668_zpid/,,
383,Single Family,1991,"Forced air, Gas",Central,7 spaces,1 Acres,$209,"$1,295,000","10199 N Hidden Oak Dr, Highland, UT 84003","6,193", No, 5, 5, 4,"Home values in 84003 have risen 5.5 % (↑) over the past 12 months.Zillow predicts the home values in 84003 will rise 5.6% (↑) in the next year.This home is valued 192.5% higher (↑) than the median home in 84003.The median Zestimate® for this neighborhood is $442,706.",https://www.zillow.com/homedetails/10199-N-Hidden-Oak-Dr-Highland-UT-84003/11927367_zpid/, 1,
384,,,,,,,,"$587,995","Lot #0001, Toll Brothers at Rosecrest - Reserve Collection, Herriman, UT 84096",, Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 34.3% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/toll-brothers-at-rosecrest-reserve-collection/2081401282_zpid/, 1,
385,Single Family,1987,Other,Central,2 spaces,"8,276 sqft",$221,"$375,000","728 E 11000 S, Sandy, UT 84094","1,700", No, 3, 1, 1,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will increase 4.4% (↑) in the next year.This home is valued 2% higher (↑) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/728-E-11000-S-Sandy-UT-84094/12925070_zpid/,,
386,,,,,,,,"$614,900","2042 E Stonecroft Way, Sandy, UT 84092",, Yes, 3, 3, 2,"Home values in 84092 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84092 will rise 4.4% (↑) in the next year.This home is valued 11.4% higher (↑) than the median home in 84092.The median Zestimate® for this neighborhood is $552,092.",https://www.zillow.com/community/stonecroft/2080752135_zpid/, 1,
387,Condo,1970,No Data,No Data,No Data,,$223,"$205,000","5440 S Willow Ln E #C, Salt Lake City, UT 84107",920, No, 2, 1, 1,"Home values in 84107 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84107 will increase 6% (↑) in the next year.This home is valued 41.4% lower (↓) than the median home in 84107.The median Zestimate® for this neighborhood is $349,940.",https://www.zillow.com/homedetails/5440-S-Willow-Ln-E-C-Salt-Lake-City-UT-84107/2077656747_zpid/,,
388,Single Family,1996,Other,Central,No Data,"7,840 sqft",$191,"$569,900","481 E Parowan Way, Draper, UT 84020","2,978", No, 5, 4, 3,,https://www.zillow.com/homedetails/481-E-Parowan-Way-Draper-UT-84020/12937926_zpid/, 1,
389,Single Family,1951,No Data,No Data,No Data,"8,712 sqft",$300,"$899,000","1855 E Laird Ave S, Salt Lake City, UT 84108","2,994", No, 6, 4, 3,"Home values in Yalecrest have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Yalecrest will rise 2.4% (↑) in the next year.This home is valued 16.2% higher (↑) than the median home in Yalecrest.The median Zestimate® for this neighborhood is $773,837.",https://www.zillow.com/homedetails/1855-E-Laird-Ave-S-Salt-Lake-City-UT-84108/2077656748_zpid/, 1,
390,Single Family,1908,"Other, Other",None,No Data,"2,178 sqft",$460,"$400,000","318 E Stanton Ave, Salt Lake City, UT 84111",870, No, 2, 1, 1,"Home values in Salt Lake City have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in Central City will rise 5.3% (↑) in the next year.This home is valued 4.8% lower (↓) than the median home in Central City.The median Zestimate® for this neighborhood is $419,987.",https://www.zillow.com/homedetails/318-E-Stanton-Ave-Salt-Lake-City-UT-84111/12755861_zpid/,,
391,Single Family,2020,No Data,No Data,2 spaces,No Data,$237,"$439,950","Buildable plan: Annette, Jackson, Herriman, UT 84096",, Yes, 2, 2, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 0.5% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/jackson/2078676964_zpid/,,
392,Single Family,2020,No Data,No Data,1 space,No Data,$229,"$393,990","Buildable plan: Pinyon, Spring House Village At Daybreak, South Jordan, UT 84009",, Yes, 2, 2, 2,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 8.1% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/spring-house-village-at-daybreak/2078070155_zpid/,,
393,,,,,,,,"$564,990","14709 S White Petal Ct, Draper, UT 84020",, Yes, 4, 4, 3,,https://www.zillow.com/community/edelweiss/2077660209_zpid/, 1,
394,,,,,,,,"$524,990","14687 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 3, 3,,https://www.zillow.com/community/edelweiss/2077660202_zpid/,,
395,,,,,,,,"$549,990","14693 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 4, 3,,https://www.zillow.com/community/edelweiss/2077660201_zpid/, 1,
396,,,,,,,,"$624,980","14676 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 5, 4,,https://www.zillow.com/community/edelweiss/2077660205_zpid/, 1,
397,,,,,,,,"$574,990","14661 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 4, 3,,https://www.zillow.com/community/edelweiss/2077660204_zpid/, 1,
398,,,,,,,,"$526,990","14671 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 4, 3,,https://www.zillow.com/community/edelweiss/2077660203_zpid/, 1,
399,,,,,,,,"$524,990","14687 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 3, 3,,https://www.zillow.com/community/edelweiss/2077660202_zpid/,,
400,,,,,,,,"$549,990","14693 S Glacial Peak Dr, Draper, UT 84020",, Yes, 4, 4, 3,,https://www.zillow.com/community/edelweiss/2077660201_zpid/, 1,
