,Type,Year built,Heating,Cooling,Parking,Lot,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA,zip,median_nhv,location,Parking_Binned,address_clean
466,Single Family,1926.0,,None,,5227.0,280000.0,"2705 S West Temp W, Salt Lake City, UT 84115",900.0, No,2.0,1.0,1.0,"Home values in 84115 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84115 will increase 6.3% (↑) in the next year.This home is valued 13.6% lower (↓) than the median home in 84115.The median Zestimate® for this neighborhood is $324,148.",https://www.zillow.com/homedetails/2705-S-West-Temp-W-Salt-Lake-City-UT-84115/2077705851_zpid/,0,Yes,84115,324148.0,Salt Lake City,No,"2705 S West Temp W, Salt Lake City, UT 84115"
467,Single Family,2006.0,"Forced air, Gas",Central,2 spaces,5662.0,549000.0,"15119 S Eagle Chase Dr, Draper, UT 84020",3209.0, No,6.0,3.0,0.0,,https://www.zillow.com/homedetails/15119-S-Eagle-Chase-Dr-Draper-UT-84020/79765956_zpid/,0,Yes,84020,,Draper,Yes,"15119 S Eagle Chase Dr, Draper, UT 84020"
468,Single Family,1954.0,Other,None,,24393.6,350000.0,"4945 W 3500 S, West Valley City, UT 84120",2340.0, No,2.0,1.0,1.0,"Home values in 84120 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in Hunter East will rise 5.7% (↑) in the next year.This home is valued 14.3% higher (↑) than the median home in Hunter East.The median Zestimate® for this neighborhood is $306,114.",https://www.zillow.com/homedetails/4945-W-3500-S-West-Valley-City-UT-84120/12734043_zpid/,0,Yes,84120,306114.0,West Valley City,No,"4945 W 3500 S, West Valley City, UT 84120"
469,Single Family,2020.0,,None,1 space,,385990.0,"Buildable plan: Julien, Holbrook Farms - Carriage House, Lehi, UT 84043",, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 1.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/holbrook-farms-carriage-house/2080495081_zpid/,1,Yes,84043,392315.0,Lehi,Yes,"Buildable plan: Julien, Holbrook Farms - Carriage House, Lehi, UT 84043"
470,Single Family,2020.0,,None,2 spaces,,490786.0,"4694 W Camellia Ln, Pleasant Grove, UT 84062",, Yes,3.0,3.0,2.0,"Home values in 84062 have risen 6.0 % (↑) over the past 12 months.Zillow predicts the home values in 84062 will increase 6% (↑) in the next year.This home is valued 26.7% higher (↑) than the median home in 84062.The median Zestimate® for this neighborhood is $387,393.",https://www.zillow.com/homedetails/4694-W-Camellia-Ln-Pleasant-Grove-UT-84062/2077707007_zpid/,1,Yes,84062,387393.0,Pleasant Grove,Yes,"4694 W Camellia Ln, Pleasant Grove, UT 84062"
471,Single Family,1998.0,"Other, Gas","Central, Solar",2 spaces,8276.0,369900.0,"3425 S Park Vista Dr, West Valley, UT 84120",1883.0, No,4.0,3.0,2.0,"Home values in 84120 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84120 will increase 5.7% (↑) in the next year.This home is valued 20.8% higher (↑) than the median home in 84120.The median Zestimate® for this neighborhood is $306,114.",https://www.zillow.com/homedetails/3425-S-Park-Vista-Dr-West-Valley-UT-84120/12723915_zpid/,1,Yes,84120,306114.0,West Valley,Yes,"3425 S Park Vista Dr, West Valley, UT 84120"
472,Single Family,2020.0,,None,2 spaces,,328990.0,"Buildable plan: Birkhall - DRR, Regency at Day Ranch, Bluffdale, UT 84065",, Yes,2.0,3.0,2.0,,https://www.zillow.com/community/regency-at-day-ranch/2082133201_zpid/,1,Yes,84065,,Bluffdale,Yes,"Buildable plan: Birkhall - DRR, Regency at Day Ranch, Bluffdale, UT 84065"
473,Single Family,2020.0,"Forced air, Gas",Central,2 spaces,,746950.0,"Buildable plan: Galette, Giverny, Cottonwood Heights, UT 84093",, Yes,3.0,3.0,2.0,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will rise 3.5% (↑) in the next year.This home is valued 48.1% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/community/giverny/2085504401_zpid/,1,Yes,84093,504212.0,Cottonwood Heights,Yes,"Buildable plan: Galette, Giverny, Cottonwood Heights, UT 84093"
474,Single Family,1997.0,,None,2 spaces,10018.0,439900.0,"534 W 2375 N, Lehi, UT 84043",2580.0, No,5.0,3.0,3.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 12.1% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/534-W-2375-N-Lehi-UT-84043/2077709705_zpid/,0,Yes,84043,392315.0,Lehi,Yes,"534 W 2375 N, Lehi, UT 84043"
475,Single Family,1963.0,"Forced air, Gas",Central,2 spaces,7840.0,399000.0,"9048 S Greenwood Dr, Sandy, UT 84070",2520.0, No,4.0,2.0,1.0,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will increase 5.3% (↑) in the next year.This home is valued 12.3% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/9048-S-Greenwood-Dr-Sandy-UT-84070/12913228_zpid/,1,Yes,84070,355188.0,Sandy,Yes,"9048 S Greenwood Dr, Sandy, UT 84070"
476,Single Family,2016.0,,None,,1306.0,355000.0,"12246 S Ryder Ct, Draper, UT 84020",2099.0, No,3.0,3.0,2.0,,https://www.zillow.com/homedetails/12246-S-Ryder-Ct-Draper-UT-84020/248854809_zpid/,1,Yes,84020,,Draper,No,"12246 S Ryder Ct, Draper, UT 84020"
477,Single Family,1991.0,"Forced air, Gas",Central,2 spaces,14374.8,524900.0,"12666 S Clover Dr, Draper, UT 84020",2176.0, No,4.0,2.0,2.0,,https://www.zillow.com/homedetails/12666-S-Clover-Dr-Draper-UT-84020/12931320_zpid/,0,Yes,84020,,Draper,Yes,"12666 S Clover Dr, Draper, UT 84020"
478,Condo,1972.0,,None,1 space,,110000.0,"732 S 400 E #E-J-108, Salt Lake City, UT 84111",605.0, No,1.0,1.0,1.0,"Home values in Salt Lake City have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in Central City will increase 5.3% (↑) in the next year.This home is valued 73.8% lower (↓) than the median home in Central City.The median Zestimate® for this neighborhood is $419,987.",https://www.zillow.com/homedetails/732-S-400-E-E-J-108-Salt-Lake-City-UT-84111/2077712200_zpid/,0,No,84111,419987.0,Salt Lake City,Yes,732 S 400 E Salt Lake City UT 84111
479,Single Family,2005.0,"Forced air, Gas",Central,2 spaces,8712.0,549000.0,"14264 S Maple Run Cir, Herriman, UT 84096",3660.0, No,5.0,4.0,0.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 25.4% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/14264-S-Maple-Run-Cir-Herriman-UT-84096/63152762_zpid/,0,Yes,84096,437903.0,Herriman,Yes,"14264 S Maple Run Cir, Herriman, UT 84096"
480,Single Family,2012.0,"Other, Gas, Other",Central,2 spaces,871.0,293000.0,"3728 W Mandrake Way, South Jordan, UT 84095",1218.0, No,2.0,2.0,0.0,"Home values in 84095 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84095 will rise 3.7% (↑) in the next year.This home is valued 43.7% lower (↓) than the median home in 84095.The median Zestimate® for this neighborhood is $520,177.",https://www.zillow.com/homedetails/3728-W-Mandrake-Way-South-Jordan-UT-84095/89417100_zpid/,0,Yes,84095,520177.0,South Jordan,Yes,"3728 W Mandrake Way, South Jordan, UT 84095"
481,Townhouse,1977.0,Other,None,2 spaces,1742.0,285000.0,"57 W San Rafael Ct, West Jordan, UT 84088",2302.0, No,4.0,2.0,2.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will rise 5.2% (↑) in the next year.This home is valued 24.8% lower (↓) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/57-W-San-Rafael-Ct-West-Jordan-UT-84088/12846383_zpid/,0,Yes,84088,378893.0,West Jordan,Yes,"57 W San Rafael Ct, West Jordan, UT 84088"
482,Single Family,1987.0,Other,None,,5227.0,335000.0,"3062 W Linton Cir, West Jordan, UT 84088",1898.0, No,4.0,2.0,1.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will increase 5.2% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/3062-W-Linton-Cir-West-Jordan-UT-84088/12845389_zpid/,1,Yes,84088,378893.0,West Jordan,No,"3062 W Linton Cir, West Jordan, UT 84088"
483,Single Family,1953.0,"Other, Gas",Evaporative,5 spaces,13068.0,369900.0,"981 E 4500 S, Salt Lake City, UT 84117",1830.0, No,3.0,2.0,2.0,"Home values in 84117 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84117 will increase 3.4% (↑) in the next year.This home is valued 22.1% lower (↓) than the median home in 84117.The median Zestimate® for this neighborhood is $474,747.",https://www.zillow.com/homedetails/981-E-4500-S-Salt-Lake-City-UT-84117/12854643_zpid/,0,Yes,84117,474747.0,Salt Lake City,Yes,"981 E 4500 S, Salt Lake City, UT 84117"
484,Single Family,2003.0,"Forced air, Gas",Central,2 spaces,7405.0,420000.0,"6519 W Oak Bridge Dr, West Jordan, UT 84081",2140.0, No,4.0,3.0,2.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will rise 5.1% (↑) in the next year.This home is valued 8.9% higher (↑) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6519-W-Oak-Bridge-Dr-West-Jordan-UT-84081/61168613_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"6519 W Oak Bridge Dr, West Jordan, UT 84081"
485,Townhouse,2020.0,,None,2 spaces,435.0,465000.0,"1839 E Melbourne Ct, Salt Lake City, UT 84106",1700.0, No,2.0,3.0,2.0,"Home values in 84106 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84106 will rise 4.4% (↑) in the next year.This home is valued 11% higher (↑) than the median home in 84106.The median Zestimate® for this neighborhood is $418,741.",https://www.zillow.com/homedetails/1839-E-Melbourne-Ct-Salt-Lake-City-UT-84106/2077716891_zpid/,1,Yes,84106,418741.0,Salt Lake City,Yes,"1839 E Melbourne Ct, Salt Lake City, UT 84106"
486,Townhouse,2020.0,,None,2 spaces,435.0,545000.0,"1842 E Melbourne Ct, Salt Lake City, UT 84106",2003.0, No,3.0,4.0,2.0,"Home values in 84106 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84106 will rise 4.4% (↑) in the next year.This home is valued 30.2% higher (↑) than the median home in 84106.The median Zestimate® for this neighborhood is $418,741.",https://www.zillow.com/homedetails/1842-E-Melbourne-Ct-Salt-Lake-City-UT-84106/2077716889_zpid/,2,Yes,84106,418741.0,Salt Lake City,Yes,"1842 E Melbourne Ct, Salt Lake City, UT 84106"
487,,2020.0,,None,,,615995.0,"Lot #0136, Canyon Point at Traverse Mountain - The Cascade Collection, Lehi, UT 84043",, Yes,4.0,4.0,3.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 57% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-cascade-collection/2082448585_zpid/,1,Yes,84043,392315.0,Lehi,No,Lot Canyon Point at Traverse Mountain - The Cascade Collection Lehi UT 84043
488,Single Family,1917.0,Other,None,1 space,4356.0,449000.0,"460 E Bryan Ave, Salt Lake City, UT 84115",1378.0, No,3.0,1.0,1.0,"Home values in Liberty Wells have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Liberty Wells will increase 5.9% (↑) in the next year.This home is valued 17.5% higher (↑) than the median home in Liberty Wells.The median Zestimate® for this neighborhood is $382,242.",https://www.zillow.com/homedetails/460-E-Bryan-Ave-Salt-Lake-City-UT-84115/12772156_zpid/,0,Yes,84115,382242.0,Salt Lake City,Yes,"460 E Bryan Ave, Salt Lake City, UT 84115"
489,Single Family,1999.0,Other,Central,,50094.0,1450000.0,"2769 E Water Vista Way, Sandy, UT 84093",8704.0, No,7.0,3.0,0.0,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 187.6% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/homedetails/2769-E-Water-Vista-Way-Sandy-UT-84093/35981074_zpid/,0,Yes,84093,504212.0,Sandy,No,"2769 E Water Vista Way, Sandy, UT 84093"
490,Condo,1965.0,"Other, Electric",Central,2 spaces,,719000.0,"515 S 1000 E APT 1104, Salt Lake City, UT 84102",2259.0, No,3.0,3.0,2.0,"Home values in East Central have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in East Central will increase 4.1% (↑) in the next year.This home is valued 51.4% higher (↑) than the median home in East Central.The median Zestimate® for this neighborhood is $475,000.",https://www.zillow.com/homedetails/515-S-1000-E-APT-1104-Salt-Lake-City-UT-84102/12755161_zpid/,1,No,84102,475000.0,Salt Lake City,Yes,515 S 1000 E Salt Lake City UT 84102
491,Mobile / Manufactured,1995.0,,None,1 space,,27900.0,"3033 S Constitution Dr, West Valley City, UT 84119",924.0, No,2.0,2.0,2.0,"Home values in 84119 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84119 will rise 5.9% (↑) in the next year.This home is valued 90.5% lower (↓) than the median home in 84119.The median Zestimate® for this neighborhood is $293,648.",https://www.zillow.com/homedetails/3033-S-Constitution-Dr-West-Valley-City-UT-84119/2077722729_zpid/,0,Yes,84119,293648.0,West Valley City,Yes,"3033 S Constitution Dr, West Valley City, UT 84119"
492,Single Family,1906.0,Forced air,None,2 spaces,8276.0,889900.0,"1839 S Lake St, Salt Lake City, UT 84105",4246.0, No,4.0,3.0,2.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will rise 4.5% (↑) in the next year.This home is valued 90.1% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/1839-S-Lake-St-Salt-Lake-City-UT-84105/12770336_zpid/,1,Yes,84105,468204.0,Salt Lake City,Yes,"1839 S Lake St, Salt Lake City, UT 84105"
493,,2004.0,,None,,,549990.0,"14724 S Silver Blossom Way, Draper, UT 84020",, Yes,4.0,4.0,3.0,,https://www.zillow.com/community/edelweiss/2085658904_zpid/,1,Yes,84020,,Draper,No,"14724 S Silver Blossom Way, Draper, UT 84020"
494,,2020.0,,None,,,670995.0,"Lot #0151, Canyon Point at Traverse Mountain - The Summit Collection, Lehi, UT 84043",, Yes,4.0,3.0,3.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 71% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-summit-collection/2082448620_zpid/,0,Yes,84043,392315.0,Lehi,No,Lot Canyon Point at Traverse Mountain - The Summit Collection Lehi UT 84043
495,Single Family,2020.0,"Forced air, Gas",Central,3 spaces,,1162500.0,"Buildable plan: Pablo, Giverny, Cottonwood Heights, UT 84093",, Yes,5.0,5.0,4.0,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 130.6% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/community/giverny/2085504386_zpid/,1,Yes,84093,504212.0,Cottonwood Heights,Yes,"Buildable plan: Pablo, Giverny, Cottonwood Heights, UT 84093"
496,Townhouse,2020.0,"Forced air, Electric",Central,2 spaces,,415000.0,"Buildable plan: Home Run with Roof Deck, Sky Terrace Collection, South Jordan, UT 84009",, Yes,3.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 3.2% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/sky-terrace-collection/2091462227_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Home Run with Roof Deck, Sky Terrace Collection, South Jordan, UT 84009"
