,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv2,Parking_Binned,Bathrooms_adj,address_clean,lat-lng
1691,Single Family,1949.0,Forced air,Central,2 spaces,Yes,648000.0,"324 S Wright St, Naperville, IL 60540",2800.0, No,5.0,3.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Highlands will rise 1.3% (↑) in the next year.This home is valued 56.8% higher (↑) than the median home in Naperville Highlands.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/324-S-Wright-St-Naperville-IL-60540/4537096_zpid/,0,60540,413252,Yes,0.0,"324 S Wright St, Naperville, IL 60540","[41.77107889807197, -88.13904976265118]"
1692,Single Family,1977.0,"Forced air, Gas",Central,2 spaces,Yes,289000.0,"5S761 Malibu Ln, Naperville, IL 60540",1400.0, No,3.0,2.0,1.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Steeple Run will rise 1.3% (↑) in the next year.This home is valued 30.1% lower (↓) than the median home in Steeple Run.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/5S761-Malibu-Ln-Naperville-IL-60540/4528404_zpid/,1,60540,413252,Yes,1.0,"5S761 Malibu Ln, Naperville, IL 60540",
1693,Condo,1988.0,Forced air,Central,1 space,No,205000.0,"1290 Tennyson Ln #202, Naperville, IL 60540",1417.0, No,2.0,2.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in The Fields will increase 1.3% (↑) in the next year.This home is valued 50.4% lower (↓) than the median home in The Fields.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/1290-Tennyson-Ln-202-Naperville-IL-60540/4515486_zpid/,0,60540,413252,Yes,0.0,1290 Tennyson Ln Naperville IL 60540,"[41.750285364872354, -88.17121781761927]"
1694,Single Family,1984.0,Forced air,Central,2 spaces,Yes,639500.0,"8S031 Creek Dr, Naperville, IL 60540",3291.0, No,4.0,4.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 54.7% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/8S031-Creek-Dr-Naperville-IL-60540/4546695_zpid/,2,60540,413252,Yes,2.0,"8S031 Creek Dr, Naperville, IL 60540",
1695,Single Family,2005.0,Forced air,Central,3 spaces,No,699000.0,"2956 Willow Ridge Dr, Naperville, IL 60564",4533.0, No,4.0,4.0,4.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashbury will rise 0.7% (↑) in the next year.This home is valued 62.1% higher (↑) than the median home in Ashbury.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2956-Willow-Ridge-Dr-Naperville-IL-60564/63204815_zpid/,0,60564,431287,Yes,0.0,"2956 Willow Ridge Dr, Naperville, IL 60564",
1696,Single Family,2009.0,"Forced air, Gas",Central,3 spaces,Yes,1075000.0,"720 N Brainard St, Naperville, IL 60563",4668.0, No,6.0,6.0,5.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will rise 0.9% (↑) in the next year.This home is valued 234.5% higher (↑) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/720-N-Brainard-St-Naperville-IL-60563/4536380_zpid/,1,60563,321403,Yes,1.0,"720 N Brainard St, Naperville, IL 60563","[41.78325908163265, -88.14300855102042]"
1697,Townhouse,2005.0,Forced air,Central,2 spaces,No,349900.0,"930 Case St, Naperville, IL 60563",2130.0, No,3.0,3.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ogden Highlands will rise 0.9% (↑) in the next year.This home is valued 8.9% higher (↑) than the median home in Ogden Highlands.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/930-Case-St-Naperville-IL-60563/69070275_zpid/,1,60563,321403,Yes,1.0,"930 Case St, Naperville, IL 60563",
1698,Single Family,1978.0,"Forced air, Gas",Central,2 spaces,Yes,460000.0,"1027 Williamsburg Dr, Naperville, IL 60540",2240.0, No,4.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Hobson West will increase 1.3% (↑) in the next year.This home is valued 11.3% higher (↑) than the median home in Hobson West.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/1027-Williamsburg-Dr-Naperville-IL-60540/4513589_zpid/,1,60540,413252,Yes,1.0,"1027 Williamsburg Dr, Naperville, IL 60540","[41.751077, -88.159394]"
1699,Condo,1985.0,Radiant,Central,2 spaces,No,208000.0,"511 Aurora Ave UNIT 313, Naperville, IL 60540",845.0, No,1.0,1.0,1.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 49.7% lower (↓) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/511-Aurora-Ave-UNIT-313-Naperville-IL-60540/4512826_zpid/,0,60540,413252,Yes,0.0,511 Aurora Ave Naperville IL 60540,"[41.768199342611396, -88.15820295444622]"
1700,Single Family,2003.0,"Forced air, Radiant",Central,4 spaces,Yes,1900000.0,"8S223 Derby Dr, Naperville, IL 60540",8782.0, No,5.0,7.0,6.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 359.8% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/8S223-Derby-Dr-Naperville-IL-60540/64769928_zpid/,1,60540,413252,Yes,1.0,"8S223 Derby Dr, Naperville, IL 60540",
1701,Single Family,2020.0,"Forced air, Gas",Central,2 spaces,Yes,1295000.0,"361 S Columbia St, Naperville, IL 60540",3678.0, Yes,4.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Highlands will increase 1.3% (↑) in the next year.This home is valued 213.4% higher (↑) than the median home in Naperville Highlands.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/361-S-Columbia-St-Naperville-IL-60540/2079094149_zpid/,1,60540,413252,Yes,1.0,"361 S Columbia St, Naperville, IL 60540","[41.770609592624616, -88.13769994987419]"
1702,Townhouse,2020.0,,None,2 spaces,Yes,372490.0,"4403 Monroe Ct, Naperville, IL 60564",, Yes,2.0,3.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will rise 0.7% (↑) in the next year.This home is valued 13.6% lower (↓) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4403-Monroe-Ct-Naperville-IL-60564/2079132223_zpid/,0,60564,431287,Yes,0.0,"4403 Monroe Ct, Naperville, IL 60564",
1703,Single Family,2012.0,"Forced air, Gas",Central,3 spaces,Yes,775000.0,"3107 Landore Dr, Naperville, IL 60564",4277.0, No,4.0,5.0,5.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashbury will rise 0.7% (↑) in the next year.This home is valued 79.7% higher (↑) than the median home in Ashbury.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3107-Landore-Dr-Naperville-IL-60564/63063934_zpid/,0,60564,431287,Yes,0.0,"3107 Landore Dr, Naperville, IL 60564",
1704,Single Family,2002.0,"Forced air, Gas",Central,3 spaces,Yes,999000.0,"1221 Millet St, Naperville, IL 60563",3852.0, No,4.0,5.0,4.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Saybrook will increase 0.9% (↑) in the next year.This home is valued 210.8% higher (↑) than the median home in Saybrook.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/1221-Millet-St-Naperville-IL-60563/4526940_zpid/,1,60563,321403,Yes,1.0,"1221 Millet St, Naperville, IL 60563","[41.789932235509134, -88.14358972248071]"
1705,Single Family,2007.0,"Forced air, Gas",Central,3 spaces,Yes,1485000.0,"2303 Hazel Ct, Naperville, IL 60565",9025.0, No,5.0,7.0,5.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 274.7% higher (↑) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/2303-Hazel-Ct-Naperville-IL-60565/51402511_zpid/,2,60565,396329,Yes,2.0,"2303 Hazel Ct, Naperville, IL 60565",
1706,Single Family,2020.0,Forced air,Central,2 spaces,No,601000.0,"3931 Gold Cup Ln, Naperville, IL 60564",3359.0, Yes,5.0,3.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will increase 0.7% (↑) in the next year.This home is valued 39.4% higher (↑) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3931-Gold-Cup-Ln-Naperville-IL-60564/2079213050_zpid/,0,60564,431287,Yes,0.0,"3931 Gold Cup Ln, Naperville, IL 60564",
1707,Single Family,1976.0,Forced air,Central,,Yes,332223.0,"340 Waxwing Ave, Naperville, IL 60565",1157.0, No,3.0,2.0,0.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Bay Colony will increase 1.2% (↑) in the next year.This home is valued 16.2% lower (↓) than the median home in Bay Colony.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/340-Waxwing-Ave-Naperville-IL-60565/4549643_zpid/,0,60565,396329,No,2.0,"340 Waxwing Ave, Naperville, IL 60565","[41.745208500000004, -88.1464475]"
1708,Multiple Occupancy,1890.0,"Forced air, Gas",Central,4 spaces,Yes,425000.0,"154 Center St, Naperville, IL 60540",1796.0, No,4.0,2.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Historic District will rise 1.3% (↑) in the next year.This home is valued 2.8% higher (↑) than the median home in Naperville Historic District.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/154-Center-St-Naperville-IL-60540/4536477_zpid/,0,60540,413252,Yes,0.0,"154 Center St, Naperville, IL 60540","[42.24407048839087, -88.20015150797667]"
1709,Single Family,2020.0,Gas,Central,2 spaces,Yes,466990.0,"2607 Accolade Ave, Naperville, IL 60564",2386.0, Yes,3.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will increase 0.7% (↑) in the next year.This home is valued 8.3% higher (↑) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2607-Accolade-Ave-Naperville-IL-60564/2079257619_zpid/,1,60564,431287,Yes,1.0,"2607 Accolade Ave, Naperville, IL 60564",
1710,Townhouse,2012.0,Gas,Central,2 spaces,No,284900.0,"2549 Dunraven Ave, Naperville, IL 60540",1555.0, No,2.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 31.1% lower (↓) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/2549-Dunraven-Ave-Naperville-IL-60540/111935123_zpid/,1,60540,413252,Yes,1.0,"2549 Dunraven Ave, Naperville, IL 60540","[41.750242393939395, -88.19917193939393]"
1711,Single Family,1987.0,"Forced air, Gas",Central,2 spaces,Yes,335000.0,"2816 Rolling Meadows Dr, Naperville, IL 60564",1861.0, No,4.0,2.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Brook Crossings will rise 0.7% (↑) in the next year.This home is valued 22.3% lower (↓) than the median home in Brook Crossings.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2816-Rolling-Meadows-Dr-Naperville-IL-60564/5366764_zpid/,0,60564,431287,Yes,0.0,"2816 Rolling Meadows Dr, Naperville, IL 60564",
1712,Condo,1972.0,Baseboard,None,1 space,No,97000.0,"244 E Bailey Rd APT K, Naperville, IL 60565",756.0, No,1.0,1.0,1.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 75.5% lower (↓) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/244-E-Bailey-Rd-APT-K-Naperville-IL-60565/171849182_zpid/,0,60565,396329,Yes,0.0,244 E Bailey Rd Naperville IL 60565,"[41.740348272727275, -88.12505836363637]"
1713,Townhouse,1990.0,Forced air,Central,2 spaces,No,342000.0,"1129 Tennyson Ln, Naperville, IL 60540",1629.0, No,2.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in The Fields will rise 1.3% (↑) in the next year.This home is valued 17.2% lower (↓) than the median home in The Fields.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/1129-Tennyson-Ln-Naperville-IL-60540/4515281_zpid/,1,60540,413252,Yes,1.0,"1129 Tennyson Ln, Naperville, IL 60540","[41.75154980235264, -88.16737454135647]"
1714,Single Family,2002.0,Forced air,Central,3 spaces,No,799900.0,"3179 Kingbird Ln, Naperville, IL 60564",3919.0, No,4.0,5.0,4.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Tall Grass will rise 0.7% (↑) in the next year.This home is valued 85.5% higher (↑) than the median home in Tall Grass.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3179-Kingbird-Ln-Naperville-IL-60564/59687678_zpid/,1,60564,431287,Yes,1.0,"3179 Kingbird Ln, Naperville, IL 60564",
1715,Single Family,1999.0,"Forced air, Gas",Central,3 spaces,Yes,519900.0,"3819 Grassmere Rd, Naperville, IL 60564",3483.0, No,4.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Tall Grass will increase 0.7% (↑) in the next year.This home is valued 20.5% higher (↑) than the median home in Tall Grass.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3819-Grassmere-Rd-Naperville-IL-60564/51400950_zpid/,1,60564,431287,Yes,1.0,"3819 Grassmere Rd, Naperville, IL 60564",
1716,Single Family,1984.0,Gas,Central,2 spaces,Yes,305000.0,"1921 Stanford Dr, Naperville, IL 60565",1074.0, No,3.0,2.0,2.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in University Heights will increase 1.2% (↑) in the next year.This home is valued 23% lower (↓) than the median home in University Heights.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1921-Stanford-Dr-Naperville-IL-60565/4554683_zpid/,0,60565,396329,Yes,0.0,"1921 Stanford Dr, Naperville, IL 60565","[41.73413050633868, -88.10744766075831]"
1717,Single Family,1952.0,"Forced air, Gas",Central,2 spaces,Yes,259900.0,"127 W 14th Ave, Naperville, IL 60563",864.0, No,2.0,1.0,1.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Heights will increase 0.9% (↑) in the next year.This home is valued 19.1% lower (↓) than the median home in Naperville Heights.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/127-W-14th-Ave-Naperville-IL-60563/4504851_zpid/,0,60563,321403,Yes,0.0,"127 W 14th Ave, Naperville, IL 60563","[41.79210557142857, -88.14865342857144]"
1718,Single Family,1993.0,Gas,Central,2 spaces,Yes,515000.0,"1135 Conan Doyle Rd, Naperville, IL 60564",3531.0, No,4.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashbury will increase 0.7% (↑) in the next year.This home is valued 19.4% higher (↑) than the median home in Ashbury.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/1135-Conan-Doyle-Rd-Naperville-IL-60564/5370233_zpid/,1,60564,431287,Yes,1.0,"1135 Conan Doyle Rd, Naperville, IL 60564","[41.70536695, -88.1718092904689]"
1719,Single Family,1989.0,"Forced air, Gas",Central,2 spaces,Yes,449900.0,"720 Muirhead Ct, Naperville, IL 60565",2145.0, No,4.0,3.0,2.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in The Meadows will rise 1.2% (↑) in the next year.This home is valued 13.5% higher (↑) than the median home in The Meadows.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/720-Muirhead-Ct-Naperville-IL-60565/4548573_zpid/,1,60565,396329,Yes,1.0,"720 Muirhead Ct, Naperville, IL 60565","[41.745248, -88.116308]"
