,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv,Parking_Binned,cool_temp,Bathrooms_adj
1615,Single Family,1987.0,"Forced air, Gas",Central,3 spaces,Yes,724900.0,"500 Prairie Knoll Dr, Naperville, IL 60565",4505.0, No,5.0,5.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Winding Creek Estates will rise 1.2% (↑) in the next year.This home is valued 82.9% higher (↑) than the median home in Winding Creek Estates.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/500-Prairie-Knoll-Dr-Naperville-IL-60565/4550609_zpid/,2,60565,499000.0,Yes,Central,2.0
1616,Single Family,1993.0,Forced air,Central,3 spaces,No,462000.0,"2131 Yellowstar Ln, Naperville, IL 60564",3000.0, No,3.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in High Meadows will rise 0.7% (↑) in the next year.This home is valued 7.1% higher (↑) than the median home in High Meadows.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2131-Yellowstar-Ln-Naperville-IL-60564/5374736_zpid/,1,60564,539900.0,Yes,Central,1.0
1617,Condo,2020.0,Gas,Central,2 spaces,No,879900.0,"810 Leona Mae Ct, Naperville, IL 60563",4040.0, Yes,4.0,4.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Cress Creek Commons will increase 0.9% (↑) in the next year.This home is valued 173.8% higher (↑) than the median home in Cress Creek Commons.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/810-Leona-Mae-Ct-Naperville-IL-60563/2078383653_zpid/,2,60563,148000.0,Yes,Central,2.0
1618,Single Family,1985.0,"Other, Gas",Central,2 spaces,Yes,439000.0,"2404 Barkdoll Rd, Naperville, IL 60565",2642.0, No,4.0,3.0,2.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Farmington will increase 1.2% (↑) in the next year.This home is valued 10.8% higher (↑) than the median home in Farmington.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/2404-Barkdoll-Rd-Naperville-IL-60565/5395001_zpid/,1,60565,499000.0,Yes,Central,1.0
1619,Single Family,2013.0,"Forced air, Gas",Central,2 spaces,Yes,479900.0,"2940 Chevy Chase Ln, Naperville, IL 60564",2397.0, No,2.0,2.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Carillon Club will rise 0.7% (↑) in the next year.This home is valued 11.3% higher (↑) than the median home in Carillon Club.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2940-Chevy-Chase-Ln-Naperville-IL-60564/89586713_zpid/,0,60564,539900.0,Yes,Central,0.0
1620,Single Family,1916.0,"Baseboard, Radiant, Gas",Central,5 spaces,Yes,799000.0,"219 N Ellsworth St, Naperville, IL 60540",2300.0, No,4.0,3.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Historic District will rise 1.3% (↑) in the next year.This home is valued 93.3% higher (↑) than the median home in Naperville Historic District.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/219-N-Ellsworth-St-Naperville-IL-60540/83907346_zpid/,0,60540,699000.0,Yes,Central,0.0
1621,Single Family,1987.0,Gas,Central,Attached Garage,No,625000.0,"1414 Ginger Ln, Naperville, IL 60565",3310.0, No,5.0,4.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 57.7% higher (↑) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1414-Ginger-Ln-Naperville-IL-60565/5394001_zpid/,1,60565,499000.0,Yes,Central,1.0
1622,Single Family,1976.0,Gas,Central,2 spaces,Yes,469900.0,"1106 S Charles Ave, Naperville, IL 60540",3733.0, No,5.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Hobson Village will increase 1.3% (↑) in the next year.This home is valued 13.7% higher (↑) than the median home in Hobson Village.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/1106-S-Charles-Ave-Naperville-IL-60540/2078434922_zpid/,1,60540,699000.0,Yes,Central,1.0
1623,Single Family,2014.0,Forced air,Central,3 spaces,Yes,1795000.0,"27W125 79th St, Naperville, IL 60565",5732.0, No,5.0,7.0,6.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will rise 1.2% (↑) in the next year.This home is valued 352.9% higher (↑) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/27W125-79th-St-Naperville-IL-60565/4523954_zpid/,1,60565,499000.0,Yes,Central,1.0
1624,Townhouse,2020.0,Gas,Central,2 spaces,Yes,327570.0,"4433 Monroe Ct LOT 13.03, Naperville, IL 60564",1910.0, Yes,2.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will increase 0.7% (↑) in the next year.This home is valued 24% lower (↓) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4433-Monroe-Ct-LOT-13-03-Naperville-IL-60564/2078438012_zpid/,1,60564,360855.0,Yes,Central,1.0
1625,Single Family,1956.0,Gas,Central,1 space,Yes,599900.0,"664 S Sleight St, Naperville, IL 60540",3138.0, No,3.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Moser Highlands will increase 1.3% (↑) in the next year.This home is valued 45.2% higher (↑) than the median home in Moser Highlands.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/664-S-Sleight-St-Naperville-IL-60540/4537686_zpid/,1,60540,699000.0,Yes,Central,1.0
1626,Townhouse,2020.0,Gas,Central,2 spaces,No,372490.0,"4403 Monroe Ct LOT 10.01, Naperville, IL 60564",1858.0, Yes,2.0,3.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will increase 0.7% (↑) in the next year.This home is valued 13.6% lower (↓) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4403-Monroe-Ct-LOT-10-01-Naperville-IL-60564/2078440889_zpid/,0,60564,360855.0,Yes,Central,0.0
1627,Single Family,2001.0,Forced air,Central,2 spaces,Yes,899900.0,"708 W Jefferson Ave, Naperville, IL 60540",3976.0, No,5.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 117.8% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/708-W-Jefferson-Ave-Naperville-IL-60540/4506593_zpid/,1,60540,699000.0,Yes,Central,1.0
1628,Single Family,1951.0,,None,Attached Garage,Yes,499000.0,"223 S West St, Naperville, IL 60540",1120.0, No,3.0,1.0,1.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 20.7% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/223-S-West-St-Naperville-IL-60540/4506614_zpid/,0,60540,699000.0,Yes,None,0.0
1629,Single Family,1969.0,"Forced air, Gas",Central,2 spaces,Yes,570000.0,"216 Durham Ct, Naperville, IL 60540",2531.0, No,4.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Pembroke Greens will increase 1.3% (↑) in the next year.This home is valued 37.9% higher (↑) than the median home in Pembroke Greens.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/216-Durham-Ct-Naperville-IL-60540/4535876_zpid/,1,60540,699000.0,Yes,Central,1.0
1630,Single Family,2017.0,"Forced air, Gas",Central,2 spaces,Yes,635000.0,"1563 Bayou Path Dr, Naperville, IL 60563",3737.0, No,4.0,4.0,3.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Country Lakes will increase 0.9% (↑) in the next year.This home is valued 97.6% higher (↑) than the median home in Country Lakes.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/1563-Bayou-Path-Dr-Naperville-IL-60563/303959308_zpid/,1,60563,634900.0,Yes,Central,1.0
1631,Single Family,1994.0,Gas,Central,2 spaces,Yes,489900.0,"601 Alexandria Dr, Naperville, IL 60565",3034.0, No,3.0,3.0,2.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in River Woods will increase 1.2% (↑) in the next year.This home is valued 23.6% higher (↑) than the median home in River Woods.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/601-Alexandria-Dr-Naperville-IL-60565/5394648_zpid/,1,60565,499000.0,Yes,Central,1.0
1632,Townhouse,2015.0,Gas,Central,2 spaces,Yes,359900.0,"2659 Camberley Cir, Naperville, IL 60564",1600.0, No,2.0,2.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Carillon Club will rise 0.7% (↑) in the next year.This home is valued 16.6% lower (↓) than the median home in Carillon Club.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2659-Camberley-Cir-Naperville-IL-60564/242073434_zpid/,0,60564,360855.0,Yes,Central,0.0
1633,Single Family,2004.0,Forced air,Central,3 spaces,No,679000.0,"2904 Willow Ridge Dr, Naperville, IL 60564",4780.0, No,6.0,5.0,5.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashbury will increase 0.7% (↑) in the next year.This home is valued 57.4% higher (↑) than the median home in Ashbury.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2904-Willow-Ridge-Dr-Naperville-IL-60564/64823207_zpid/,0,60564,539900.0,Yes,Central,0.0
1634,Single Family,2017.0,Gas,Central,3 spaces,No,625000.0,"4232 Chinaberry Ln, Naperville, IL 60564",3176.0, No,4.0,3.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashwood Park will rise 0.7% (↑) in the next year.This home is valued 44.9% higher (↑) than the median home in Ashwood Park.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4232-Chinaberry-Ln-Naperville-IL-60564/242073454_zpid/,0,60564,539900.0,Yes,Central,0.0
1635,Single Family,2016.0,"Forced air, Gas",Central,3 spaces,Yes,1485000.0,"619 N Sleight St, Naperville, IL 60563",5040.0, No,6.0,6.0,6.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will rise 0.9% (↑) in the next year.This home is valued 362% higher (↑) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/619-N-Sleight-St-Naperville-IL-60563/4536425_zpid/,0,60563,634900.0,Yes,Central,0.0
1636,Single Family,1988.0,Forced air,Central,3 spaces,No,529900.0,"1036 Sheringham Dr, Naperville, IL 60565",4190.0, No,5.0,4.0,4.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Brighton Ridge will rise 1.2% (↑) in the next year.This home is valued 33.7% higher (↑) than the median home in Brighton Ridge.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1036-Sheringham-Dr-Naperville-IL-60565/4514385_zpid/,0,60565,499000.0,Yes,Central,0.0
1637,Single Family,2008.0,"Forced air, Gas",Central,4 spaces,Yes,1150000.0,"1129 Summit Hills Ln, Naperville, IL 60563",5087.0, No,5.0,8.0,6.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Cress Creek will rise 0.9% (↑) in the next year.This home is valued 257.8% higher (↑) than the median home in Cress Creek.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/1129-Summit-Hills-Ln-Naperville-IL-60563/4503832_zpid/,2,60563,634900.0,Yes,Central,2.0
1638,Single Family,1976.0,Gas,Central,2 spaces,Yes,455000.0,"1361 Jane Ave, Naperville, IL 60540",2310.0, No,4.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Huntington Commons will rise 1.3% (↑) in the next year.This home is valued 10.1% higher (↑) than the median home in Huntington Commons.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/1361-Jane-Ave-Naperville-IL-60540/4536108_zpid/,1,60540,699000.0,Yes,Central,1.0
1639,Single Family,1993.0,"Forced air, Gas",Central,3 spaces,Yes,655900.0,"3651 Shakespeare Ln, Naperville, IL 60564",4400.0, No,5.0,6.0,4.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashbury will increase 0.7% (↑) in the next year.This home is valued 52.1% higher (↑) than the median home in Ashbury.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3651-Shakespeare-Ln-Naperville-IL-60564/5370458_zpid/,2,60564,539900.0,Yes,Central,2.0
1640,Single Family,2010.0,"Forced air, Gas",Central,4 spaces,Yes,2250000.0,"734 Woodlawn Ave, Naperville, IL 60540",8787.0, No,5.0,9.0,7.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 444.5% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/734-Woodlawn-Ave-Naperville-IL-60540/4538326_zpid/,2,60540,699000.0,Yes,Central,2.0
1641,Single Family,1965.0,Forced air,Central,1 space,Yes,287500.0,"5S312 Scots Dr, Naperville, IL 60563",1597.0, No,3.0,2.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Scots Plains will increase 0.9% (↑) in the next year.This home is valued 10.5% lower (↓) than the median home in Scots Plains.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/5S312-Scots-Dr-Naperville-IL-60563/4501559_zpid/,0,60563,634900.0,Yes,Central,0.0
1642,Single Family,2020.0,Forced air,Central,2 spaces,No,492513.0,"4151 Lobo Ln, Naperville, IL 60564",2422.0, Yes,2.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashwood Crossing will increase 0.7% (↑) in the next year.This home is valued 14.2% higher (↑) than the median home in Ashwood Crossing.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4151-Lobo-Ln-Naperville-IL-60564/303803498_zpid/,1,60564,539900.0,Yes,Central,1.0
1643,Single Family,2020.0,Gas,Central,2 spaces,Yes,707908.0,"3623 Sargent Dr, Naperville, IL 60564",3353.0, Yes,5.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will increase 0.7% (↑) in the next year.This home is valued 64.1% higher (↑) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3623-Sargent-Dr-Naperville-IL-60564/2078571215_zpid/,1,60564,539900.0,Yes,Central,1.0
1644,Condo,1998.0,Forced air,Central,2 spaces,No,295000.0,"1552 Treeline Ct, Naperville, IL 60565",2598.0, No,2.0,3.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 25.6% lower (↓) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1552-Treeline-Ct-Naperville-IL-60565/4548466_zpid/,0,60565,192400.0,Yes,Central,0.0
