,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
625,Condo,1963,"Electric, Gas",No Data,Attached Garage,"$289,900","1355 N Sandburg Ter APT 1608D, Chicago, IL 60610", No,1,1.0,1.0,"Home values in Old Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% () in the next year.This home is valued 27.2% lower () than the median home in Old Town.The median Zestimate for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1355-N-Sandburg-Ter-APT-1608D-Chicago-IL-60610/2077673274_zpid/,,,$784/month,,For Sale
626,Multiple Occupancy,2020,"Forced air, Gas",No Data,3 spaces,"$550,000","5722 W Race Ave, Chicago, IL 60644", Yes,8,6.0,6.0,"Home values in South Austin have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Austin will rise 3.4% () in the next year.This home is valued 224.5% higher () than the median home in South Austin.The median Zestimate for this neighborhood is $169,507.",https://www.zillow.com/homedetails/5722-W-Race-Ave-Chicago-IL-60644/101500999_zpid/,,,,,For Sale
627,Single Family,1923,Forced air,Central,2 spaces,"$339,900","5712 W Grover St, Chicago, IL 60630", No,6,3.0,2.0,"Home values in Jefferson Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Jefferson Park will decrease 2.4% () in the next year.This home is valued 12.1% higher () than the median home in Jefferson Park.The median Zestimate for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5712-W-Grover-St-Chicago-IL-60630/3635590_zpid/,"3,123 sqft",979,None,1.0,For Sale
628,Condo,1899,"Other, Gas",Central,No Data,"$349,999","3530 N Reta Ave #G, Chicago, IL 60657", No,2,2.0,2.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% () in the next year.This home is valued 35.3% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3530-N-Reta-Ave-G-Chicago-IL-60657/80843937_zpid/,,947,$156/mo,,For Sale
629,Condo,No Data,Forced air,Central,1 space,"$185,000","5124 S Indiana Ave APT 3S, Chicago, IL 60615", No,3,2.0,1.0,"Home values in Washington Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Washington Park will rise 8.2% () in the next year.This home is valued 42.5% higher () than the median home in Washington Park.The median Zestimate for this neighborhood is $129,846.",https://www.zillow.com/homedetails/5124-S-Indiana-Ave-APT-3S-Chicago-IL-60615/2078966245_zpid/,,"1,200",$167/month,1.0,For Sale
630,Single Family,1956,Forced air,Central,2 spaces,"$250,000","7925 S Albany Ave, Chicago, IL 60652", No,3,2.0,2.0,"Home values in Wrightwood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wrightwood will rise 4.8% () in the next year.This home is valued 31.2% higher () than the median home in Wrightwood.The median Zestimate for this neighborhood is $190,501.",https://www.zillow.com/homedetails/7925-S-Albany-Ave-Chicago-IL-60652/3977056_zpid/,"3,781 sqft","1,023",,,For Sale
631,Condo,2003,Forced air,Central,1 space,"$229,900","(Undisclosed Address), Chicago, IL 60707", No,2,2.0,2.0,"Home values in Montclare have risen 0.6% () over the past 12 months.Zillow predicts the home values in Montclare will decrease 2.1% () in the next year.This home is valued 10.5% lower () than the median home in Montclare.The median Zestimate for this neighborhood is $256,941.",https://www.zillow.com/homedetails/Chicago-IL-60707/2077673972_zpid/,,,$175/month,,For Sale
632,Single Family,1928,No Data,No Data,2 spaces,"$449,000","7323 W Lunt Ave, Chicago, IL 60631", No,3,2.0,1.0,"Home values in Edison Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edison Park will fall 2.4% () in the next year.This home is valued 26% higher () than the median home in Edison Park.The median Zestimate for this neighborhood is $356,353.",https://www.zillow.com/homedetails/7323-W-Lunt-Ave-Chicago-IL-60631/3511227_zpid/,"4,720 sqft","1,920",,1.0,For Sale
634,Condo,1983,Forced air,Other,1 space,"$280,000","801 S Plymouth Ct APT 1110, Chicago, IL 60605", No,2,2.0,2.0,"Home values in 60605 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Dearborn Park will increase 1.6% () in the next year.This home is valued 27.4% lower () than the median home in Dearborn Park.The median Zestimate for this neighborhood is $385,652.",https://www.zillow.com/homedetails/801-S-Plymouth-Ct-APT-1110-Chicago-IL-60605/3872916_zpid/,,"1,110",$685/month,,For Sale
635,Condo,1973,"Forced air, Electric",Central,1 space,"$325,000","655 W Irving Park Rd APT 2510, Chicago, IL 60613", No,2,2.0,2.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% () in the next year.This home is valued 39.9% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-2510-Chicago-IL-60613/65560223_zpid/,,"1,200","$1,124/mo",,For Sale
636,Condo,2006,Forced air,Central,1 space,"$465,000","2951 N Halsted St APT 2, Chicago, IL 60657", No,2,2.0,2.0,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% () in the next year.This home is valued 47.4% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2951-N-Halsted-St-APT-2-Chicago-IL-60657/87714466_zpid/,,,$116/month,,For Sale
637,Condo,1932,No Data,No Data,1 space,"$750,000","2920 N Commonwealth Ave APT 3B, Chicago, IL 60657", No,4,3.0,3.0,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% () in the next year.This home is valued 137.7% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2920-N-Commonwealth-Ave-APT-3B-Chicago-IL-60657/3722648_zpid/,,"2,500","$1,312/mo",,For Sale
638,Single Family,1928,"Forced air, Gas",Central,2 spaces,"$453,000","3318 N Kilbourn Ave, Chicago, IL 60641", No,8,3.0,3.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% () in the next year.This home is valued 12.8% higher () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3318-N-Kilbourn-Ave-Chicago-IL-60641/3665973_zpid/,"4,704 sqft","1,728",,,For Sale
639,Multiple Occupancy,1925,"Forced air, Gas",No Data,2 spaces,"$429,000","5053 W Deming Pl, Chicago, IL 60639", No,6,3.0,3.0,"Home values in Cragin have risen 0.6% () over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% () in the next year.This home is valued 64.5% higher () than the median home in Cragin.The median Zestimate for this neighborhood is $260,825.",https://www.zillow.com/homedetails/5053-W-Deming-Pl-Chicago-IL-60639/2133795989_zpid/,,"1,100",,,For Sale
640,Multi Family,1915,Forced air,No Data,2 spaces,"$599,900","3711 N Central Park Ave, Chicago, IL 60618", No,5,3.0,3.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% () in the next year.This home is valued 49.4% higher () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3711-N-Central-Park-Ave-Chicago-IL-60618/2117599353_zpid/,,,,,For Sale
641,Condo,2003,Forced air,Central,1 space,"$538,900","1617 W Barry Ave APT 1W, Chicago, IL 60657", No,3,3.0,2.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% () in the next year.This home is valued 0.3% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1617-W-Barry-Ave-APT-1W-Chicago-IL-60657/65561830_zpid/,,,$245/month,1.0,For Sale
642,Multi Family,1927,No Data,No Data,2 spaces,"$275,000","5738 S Archer Ave S, Chicago, IL 60638", No,6,4.0,3.0,"Home values in Garfield Ridge have risen 0.6% () over the past 12 months.Zillow predicts the home values in Garfield Ridge will rise 4.1% () in the next year.This home is valued 14% higher () than the median home in Garfield Ridge.The median Zestimate for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5738-S-Archer-Ave-S-Chicago-IL-60638/2077674705_zpid/,,,,1.0,For Sale
643,Single Family,1921,"Other, Gas",Central,2 spaces,"$399,000","9738 S Damen Ave, Chicago, IL 60643", No,3,2.0,2.0,"Home values in Beverly have risen 0.6% () over the past 12 months.Zillow predicts the home values in Beverly will rise 0.8% () in the next year.This home is valued 15.2% higher () than the median home in Beverly.The median Zestimate for this neighborhood is $346,385.",https://www.zillow.com/homedetails/9738-S-Damen-Ave-Chicago-IL-60643/4125471_zpid/,"4,961 sqft","1,622",,,For Sale
644,Single Family,1925,"Baseboard, Gas",No Data,2 spaces,"$365,000","4311 N Bernard St, Chicago, IL 60618", No,2,1.0,1.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% () in the next year.This home is valued 9.1% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4311-N-Bernard-St-Chicago-IL-60618/3645515_zpid/,"3,123 sqft","2,065",,,For Sale
645,Condo,1920,"Forced air, Gas",Central,1 space,"$315,000","1601 W School St APT 213, Chicago, IL 60657", No,1,1.0,1.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% () in the next year.This home is valued 41.7% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1601-W-School-St-APT-213-Chicago-IL-60657/3710577_zpid/,,"1,100",$418/mo,,For Sale
646,Condo,1998,"Forced air, Gas",Central,1 space,"$349,900","1623 W Grand Ave APT 3E, Chicago, IL 60622", No,2,2.0,2.0,"Home values in West Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% () in the next year.This home is valued 31.1% lower () than the median home in West Town.The median Zestimate for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1623-W-Grand-Ave-APT-3E-Chicago-IL-60622/54537434_zpid/,,"1,300",$289/mo,,For Sale
647,Condo,1958,Gas,No Data,1 space,"$139,500","253 E Delaware Pl APT 19D, Chicago, IL 60611", No,0,1.0,1.0,"Home values in Streeterville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% () in the next year.This home is valued 69.9% lower () than the median home in Streeterville.The median Zestimate for this neighborhood is $463,930.",https://www.zillow.com/homedetails/253-E-Delaware-Pl-APT-19D-Chicago-IL-60611/3851136_zpid/,,600,$428/mo,,For Sale
648,Condo,No Data,Forced air,Central,1 space,"$519,000","1807 N Orleans St APT GS, Chicago, IL 60614", No,3,3.0,2.0,"Home values in Sheffield Neighbors have risen 0.6% () over the past 12 months.Zillow predicts the home values in Sheffield Neighbors will decrease 0.6% () in the next year.This home is valued 49.6% lower () than the median home in Sheffield Neighbors.The median Zestimate for this neighborhood is $1,029,586.",https://www.zillow.com/homedetails/1807-N-Orleans-St-APT-GS-Chicago-IL-60614/2085039956_zpid/,,"1,900",$288/month,1.0,For Sale
649,Condo,1972,Electric,No Data,1 space,"$130,000","2320 N Nordica Ave APT 403, Chicago, IL 60707", No,1,1.0,1.0,"Home values in Galewood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Galewood will increase 0.7% () in the next year.This home is valued 51.9% lower () than the median home in Galewood.The median Zestimate for this neighborhood is $270,111.",https://www.zillow.com/homedetails/2320-N-Nordica-Ave-APT-403-Chicago-IL-60707/3680349_zpid/,,,$231/month,,For Sale
650,Condo,2009,Gas,Central,1 space,"$299,000","1800 W Grace St #302, Chicago, IL 60613", No,1,1.0,1.0,"Home values in North Center have risen 0.6% () over the past 12 months.Zillow predicts the home values in North Center will increase 1.3% () in the next year.This home is valued 60.9% lower () than the median home in North Center.The median Zestimate for this neighborhood is $765,003.",https://www.zillow.com/homedetails/1800-W-Grace-St-302-Chicago-IL-60613/2137208699_zpid/,,832,$384/mo,,For Sale
651,Condo,2009,Electric,Central,1 space,"$289,900","565 W Quincy St UNIT 801, Chicago, IL 60661", No,1,1.0,1.0,"Home values in West Loop Gate have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Loop Gate will fall 0.5% () in the next year.This home is valued 14.4% lower () than the median home in West Loop Gate.The median Zestimate for this neighborhood is $338,772.",https://www.zillow.com/homedetails/565-W-Quincy-St-UNIT-801-Chicago-IL-60661/306334092_zpid/,,,$407/month,,For Sale
652,Multiple Occupancy,1906,Gas,Central,2 spaces,"$3,000,000","2528 N California Ave, Chicago, IL 60647", No,4,5.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 643.2% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2528-N-California-Ave-Chicago-IL-60647/2077676629_zpid/,,,,3.0,For Sale
653,Condo,1949,Forced air,Central,1 space,"$700,000","130 S Canal St APT 9Q, Chicago, IL 60606", No,3,3.0,2.0,"Home values in West Loop Gate have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Loop Gate will fall 0.5% () in the next year.This home is valued 106.6% higher () than the median home in West Loop Gate.The median Zestimate for this neighborhood is $338,772.",https://www.zillow.com/homedetails/130-S-Canal-St-APT-9Q-Chicago-IL-60606/58368894_zpid/,,"1,900","$1,153/month",1.0,For Sale
654,Condo,1903,Forced air,Central,1 space,"$375,000","4521 N Ashland Ave APT 3N, Chicago, IL 60640", No,2,2.0,2.0,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will increase 2% () in the next year.This home is valued 23.6% higher () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4521-N-Ashland-Ave-APT-3N-Chicago-IL-60640/61959682_zpid/,,"1,400",No Data,,For Sale
655,Condo,1906,Other,Refrigeration,2 spaces,"$449,000","668 W Irving Park Rd APT H4, Chicago, IL 60613", No,4,2.0,2.0,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will rise 2% () in the next year.This home is valued 48% higher () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/668-W-Irving-Park-Rd-APT-H4-Chicago-IL-60613/3705074_zpid/,,"2,400",$658/month,,For Sale
