,Type,Year built,Heating,Cooling,Parking,Price/sqft,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms
502,Condo,1963,Other,Other,1 space,$300,"$179,900","1460 N Sandburg Ter APT 607, Chicago, IL 60610", No, 1, 1, 1,"Home values in Old Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% () in the next year.This home is valued 54.8% lower () than the median home in Old Town.The median Zestimate for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1460-N-Sandburg-Ter-APT-607-Chicago-IL-60610/2110542553_zpid/,,600,$432/month,
503,Condo,1991,"Forced air, Gas",Central,1 space,$382,"$248,000","474 N Lake Shore Dr APT 4606, Chicago, IL 60611", No, 1, 1, 1,"Home values in Streeterville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% () in the next year.This home is valued 46.5% lower () than the median home in Streeterville.The median Zestimate for this neighborhood is $463,930.",https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-4606-Chicago-IL-60611/80831661_zpid/,,650,$581/mo,
504,Condo,2003,"Forced air, Gas",Central,1 space,$281,"$225,000","1525 S Sangamon St #714, Chicago, IL 60608", No, 1, 1, 1,"Home values in University Village - Little Italy have risen 0.6% () over the past 12 months.Zillow predicts the home values in University Village - Little Italy will fall 0.9% () in the next year.This home is valued 35.9% lower () than the median home in University Village - Little Italy.The median Zestimate for this neighborhood is $351,164.",https://www.zillow.com/homedetails/1525-S-Sangamon-St-714-Chicago-IL-60608/65572086_zpid/,,800,$368/mo,
505,Condo,No Data,Gas,No Data,None,$150,"$224,995","4514 S Calumet Ave APT 1, Chicago, IL 60653", No, 2, 2, 2,"Home values in Bronzeville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bronzeville will rise 2.7% () in the next year.This home is valued 15.1% lower () than the median home in Bronzeville.The median Zestimate for this neighborhood is $265,069.",https://www.zillow.com/homedetails/4514-S-Calumet-Ave-APT-1-Chicago-IL-60653/2087646430_zpid/,,"1,500",$110/month,
506,Townhouse,1969,Forced air,Central,1 space,$337,"$439,000","1254 W Westgate Ter, Chicago, IL 60607", No, 3, 2, 1,"Home values in University Village - Little Italy have risen 0.6% () over the past 12 months.Zillow predicts the home values in University Village - Little Italy will decrease 0.9% () in the next year.This home is valued 25% higher () than the median home in University Village - Little Italy.The median Zestimate for this neighborhood is $351,164.",https://www.zillow.com/homedetails/1254-W-Westgate-Ter-Chicago-IL-60607/3874055_zpid/,"1,427 sqft","1,302",$308/month, 1
507,Single Family,No Data,"Forced air, Gas",Central,4 spaces,$660,"$3,300,000","1522-1526 N Wieland St, Chicago, IL 60610", No, 5, 7, 6,"Home values in 60610 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town Triangle will decrease 0.3% () in the next year.This home is valued 671.3% higher () than the median home in Old Town Triangle.The median Zestimate for this neighborhood is $427,846.",https://www.zillow.com/homedetails/1522-1526-N-Wieland-St-Chicago-IL-60610/2077666977_zpid/,"7,840 sqft","5,000",, 1
508,Single Family,1925,No Data,No Data,1 space,$257,"$274,900","6118 W Waveland Ave, Chicago, IL 60634", No, 3, 2, 1,"Home values in Portage Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Portage Park will decrease 2% () in the next year.This home is valued 5.2% lower () than the median home in Portage Park.The median Zestimate for this neighborhood is $289,874.",https://www.zillow.com/homedetails/6118-W-Waveland-Ave-Chicago-IL-60634/3659177_zpid/,"4,125 sqft","1,068",, 1
509,Condo,1921,"Forced air, Gas",Central,2 spaces,$241,"$289,000","6344 N Artesian Ave #2, Chicago, IL 60659", No, 3, 2, 2,"Home values in West Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% () in the next year.This home is valued 4.9% lower () than the median home in West Rogers Park.The median Zestimate for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6344-N-Artesian-Ave-2-Chicago-IL-60659/2077664382_zpid/,,"1,200",$155/mo,
510,Single Family,1912,"Baseboard, Forced air",Central,2 spaces,$147,"$750,000","5766 N East Circle Ave, Chicago, IL 60631", No, 4, 4, 3,"Home values in Old Norwood Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Norwood Park will decrease 0.2% () in the next year.This home is valued 86.5% higher () than the median home in Old Norwood Park.The median Zestimate for this neighborhood is $402,245.",https://www.zillow.com/homedetails/5766-N-East-Circle-Ave-Chicago-IL-60631/3628642_zpid/,"9,191 sqft","5,100",, 1
511,Condo,1924,No Data,No Data,No Data,,"$299,900","1255 N State Pkwy APT 8J, Chicago, IL 60610", No, 1, 1, 1,"Home values in Gold Coast have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% () in the next year.This home is valued 43.7% lower () than the median home in Gold Coast.The median Zestimate for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1255-N-State-Pkwy-APT-8J-Chicago-IL-60610/3845001_zpid/,,,"$1,178/mo",
512,Condo,No Data,Forced air,Central,None,$206,"$185,000","1405 W Rosemont Ave APT 2E, Chicago, IL 60660", No, 1, 1, 1,"Home values in Edgewater have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgewater will rise 1.3% () in the next year.This home is valued 23.6% lower () than the median home in Edgewater.The median Zestimate for this neighborhood is $242,192.",https://www.zillow.com/homedetails/1405-W-Rosemont-Ave-APT-2E-Chicago-IL-60660/2081639898_zpid/,,900,$227/month,
513,Single Family,1942,"Forced air, Gas",Central,2 spaces,$113,"$449,000","5757 W Cornelia Ave, Chicago, IL 60634", No, 5, 2, 2,"Home values in Portage Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Portage Park will fall 2% () in the next year.This home is valued 54.9% higher () than the median home in Portage Park.The median Zestimate for this neighborhood is $289,874.",https://www.zillow.com/homedetails/5757-W-Cornelia-Ave-Chicago-IL-60634/3661666_zpid/,"4,660 sqft","3,989",,
514,Condo,No Data,Gas,No Data,None,$190,"$284,995","4514 S Calumet Ave APT 3, Chicago, IL 60653", No, 3, 2, 2,"Home values in Bronzeville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bronzeville will increase 2.7% () in the next year.This home is valued 7.5% higher () than the median home in Bronzeville.The median Zestimate for this neighborhood is $265,069.",https://www.zillow.com/homedetails/4514-S-Calumet-Ave-APT-3-Chicago-IL-60653/2087646440_zpid/,,"1,500",$110/month,
515,Condo,No Data,Gas,No Data,None,$183,"$274,995","4514 S Calumet Ave APT 2, Chicago, IL 60653", No, 3, 2, 2,"Home values in Bronzeville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bronzeville will rise 2.7% () in the next year.This home is valued 3.7% higher () than the median home in Bronzeville.The median Zestimate for this neighborhood is $265,069.",https://www.zillow.com/homedetails/4514-S-Calumet-Ave-APT-2-Chicago-IL-60653/2087646431_zpid/,,"1,500",$110/month,
516,Condo,2007,"Forced air, Gas",Central,1 space,$382,"$535,000","160 E Illinois St APT 906, Chicago, IL 60611", No, 2, 2, 2,"Home values in Streeterville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% () in the next year.This home is valued 15.3% higher () than the median home in Streeterville.The median Zestimate for this neighborhood is $463,930.",https://www.zillow.com/homedetails/160-E-Illinois-St-APT-906-Chicago-IL-60611/89944318_zpid/,,"1,400",$884/mo,
517,Single Family,1927,No Data,No Data,2 spaces,$228,"$359,900","4643 N Keating Ave, Chicago, IL 60630", No, 3, 3, 1,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% () in the next year.This home is valued 10.3% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4643-N-Keating-Ave-Chicago-IL-60630/3646048_zpid/,"4,704 sqft","1,581",None, 2
518,Condo,2019,"Forced air, Gas",Central,1 space,$513,"$1,025,000","1516 W Wrightwood Ave #3, Chicago, IL 60614", No, 3, 3, 2,"Home values in West De Paul have risen 0.6% () over the past 12 months.Zillow predicts the home values in West De Paul will decrease 0.9% () in the next year.This home is valued 30.9% higher () than the median home in West De Paul.The median Zestimate for this neighborhood is $783,255.",https://www.zillow.com/homedetails/1516-W-Wrightwood-Ave-3-Chicago-IL-60614/2086307448_zpid/,,"2,000",$220/mo, 1
519,Condo,1974,"Forced air, Gas",Central,1 space,$184,"$230,000","5415 N Sheridan Rd APT 2111, Chicago, IL 60640", No, 2, 2, 2,"Home values in Edgewater have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgewater will increase 1.3% () in the next year.This home is valued 5% lower () than the median home in Edgewater.The median Zestimate for this neighborhood is $242,192.",https://www.zillow.com/homedetails/5415-N-Sheridan-Rd-APT-2111-Chicago-IL-60640/3700294_zpid/,,"1,250",$824/mo,
520,Multi Family,1875,Forced air,No Data,None,$184,"$425,000","3134 S May St, Chicago, IL 60608", No, 4, 2, 2,"Home values in Bridgeport have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bridgeport will fall 0.2% () in the next year.This home is valued 17.3% higher () than the median home in Bridgeport.The median Zestimate for this neighborhood is $362,289.",https://www.zillow.com/homedetails/3134-S-May-St-Chicago-IL-60608/2098793037_zpid/,,"2,316",,
521,Condo,1921,"Forced air, Gas",Central,1 space,$303,"$234,900","6344 N Artesian Ave #1, Chicago, IL 60659", No, 2, 2, 2,"Home values in West Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% () in the next year.This home is valued 22.7% lower () than the median home in West Rogers Park.The median Zestimate for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6344-N-Artesian-Ave-1-Chicago-IL-60659/2077664410_zpid/,,775,$155/mo,
522,Condo,1972,"Wall, Electric",Other,2 spaces,$269,"$229,000","1221 N Dearborn St APT 1402N, Chicago, IL 60610", No, 1, 1, 1,"Home values in Gold Coast have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% () in the next year.This home is valued 57% lower () than the median home in Gold Coast.The median Zestimate for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1221-N-Dearborn-St-APT-1402N-Chicago-IL-60610/3858180_zpid/,,850,$578/mo,
523,Single Family,1950,Forced air,Central,2 spaces,$171,"$379,900","4229 N Major Ave, Chicago, IL 60634", No, 3, 3, 3,"Home values in Portage Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Portage Park will decrease 2% () in the next year.This home is valued 31.1% higher () than the median home in Portage Park.The median Zestimate for this neighborhood is $289,874.",https://www.zillow.com/homedetails/4229-N-Major-Ave-Chicago-IL-60634/3653477_zpid/,"4,251 sqft","2,219",None,
524,Condo,2003,"Forced air, Gas",Central,1 space,$373,"$485,000","1200 W Monroe St APT 805, Chicago, IL 60607", No, 2, 2, 2,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% () in the next year.This home is valued 15.3% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1200-W-Monroe-St-APT-805-Chicago-IL-60607/70473767_zpid/,,"1,300",$566/mo,
525,Condo,2000,Forced air,Central,1 space,$352,"$475,000","400 W Ontario St APT 1301, Chicago, IL 60654", No, 2, 2, 2,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will fall 0.3% () in the next year.This home is valued 11.8% higher () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/400-W-Ontario-St-APT-1301-Chicago-IL-60654/58366301_zpid/,,"1,350",$715/month,
526,Multi Family,No Data,Forced air,No Data,2 spaces,No Data,"$894,900","1839 N Humboldt Blvd, Chicago, IL 60647", No, 11, 4, 4,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 121.7% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1839-N-Humboldt-Blvd-Chicago-IL-60647/2077665459_zpid/,,,,
527,Multi Family,1913,Forced air,No Data,4 spaces,No Data,"$449,900","1909 N Pulaski Rd, Chicago, IL 60639", No, 9, 3, 3,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 11.5% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1909-N-Pulaski-Rd-Chicago-IL-60639/2077665511_zpid/,,,,
528,Condo,1911,Forced air,Central,1 space,$342,"$350,000","1677 W Olive Ave #2, Chicago, IL 60660", No, 2, 2, 1,"Home values in Edgewater have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgewater will rise 1.3% () in the next year.This home is valued 44.5% higher () than the median home in Edgewater.The median Zestimate for this neighborhood is $242,192.",https://www.zillow.com/homedetails/1677-W-Olive-Ave-2-Chicago-IL-60660/80818116_zpid/,,"1,022",$304/month, 1
529,Condo,1990,Forced air,Central,1 space,$375,"$469,000","1250 N Dearborn St APT 22B, Chicago, IL 60610", No, 2, 2, 2,"Home values in Gold Coast have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% () in the next year.This home is valued 11.9% lower () than the median home in Gold Coast.The median Zestimate for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1250-N-Dearborn-St-APT-22B-Chicago-IL-60610/3857790_zpid/,,"1,250","$1,125/month",
530,Condo,2011,"Forced air, Gas",Central,1 space,,"$439,900","2210 W Wabansia Ave APT 410, Chicago, IL 60647", No, 2, 2, 2,"Home values in Bucktown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bucktown will increase 0.5% () in the next year.This home is valued 26.8% lower () than the median home in Bucktown.The median Zestimate for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2210-W-Wabansia-Ave-APT-410-Chicago-IL-60647/54535075_zpid/,,,$250/mo,
